"","taxized","persistant","underIce","n","aiguille du plat de la selle","barre des Ecrins","brèche de valsenestre","brèche du râteau","la meije","le râteau","le sirac","les rouies","l'olan","mont pelvoux","occidentale l'ailefroide","pic du clapier du peyron","pic ouest (le rateau)","pointe brevoort","pointes de burlan","rocher de la selle","signal du lauvitel","tour choisy","tête de la muraillette"
"758","Helictotrichon pubescens","0","0",28,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"759","Helictotrichon sempervirens","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"760","Helleborus foetidus","0","0",32,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"761","Hepatica nobilis","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"762","Heracleum sphondylium","0","0",72,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"763","Herniaria hirsuta","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"764","Herniaria incana","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"765","Herorchis morio","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"766","Hieracium amplexicaule","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"767","Hieracium argillaceum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"768","Hieracium aurantiacum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"769","Hieracium bifidum","0","0",77,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"770","Hieracium cymosum","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"771","Hieracium diaphanoides","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"772","Hieracium glaucinum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"773","Hieracium intybaceum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"774","Hieracium inuloides","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"775","Hieracium juranum","0","0",31,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"776","Hieracium lachenalii","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"777","Hieracium lactucella","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"778","Hieracium lawsonii","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"779","Hieracium murorum","0","0",71,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"780","Hieracium NA","0","0",27,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"781","Hieracium niphobium","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"782","Hieracium piloselloides","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"783","Hieracium pilosum","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"784","Hieracium praealtum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"785","Hieracium prenanthoides","0","0",64,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"786","Hieracium sabaudum","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"787","Hieracium schmidtii","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"788","Hieracium umbellatum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"789","Hieracium umbrosum","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"790","Hieracium valdepilosum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"791","Himantoglossum hircinum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"792","Hippocrepis comosa","0","0",64,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"793","Hippocrepis emerus","0","0",24,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"794","Hippophae rhamnoides","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"795","Holcus lanatus","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"796","Holosteum umbellatum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"797","Hordelymus europaeus","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"798","Hordeum marinum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"799","Humulus lupulus","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"800","Hylotelephium NA","0","0",66,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"801","Hylotelephium telephium","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"802","Hyoscyamus niger","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"803","Hypericum hirsutum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"804","Hypericum maculatum","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"805","Hypericum montanum","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"806","Hypericum perforatum","0","0",59,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"807","Hypochaeris maculata","0","0",32,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"808","Hypochaeris radicata","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"809","Hyssopus officinalis","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"810","Iberis pinnata","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"811","Ilex aquifolium","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"812","Impatiens glandulifera","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"813","Inula conyza","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"814","Inula montana","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"815","Isatis tinctoria","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"816","Ixoca pusilla","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"817","Jacobaea incana","0","0",72,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","7","1","0","0"
"818","Jasione montana","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"819","Jonorchis abortiva","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"820","Juglans nigra","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"821","Juglans regia","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"822","Juncus alpinoarticulatus","0","0",12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"823","Juncus arcticus","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"824","Juncus articulatus","0","0",17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"825","Juncus bufonius","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"826","Juncus compressus","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"827","Juncus effusus","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"828","Juncus filiformis","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"829","Juncus inflexus","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"830","Juncus jacquini","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"831","Juniperus communis","0","0",298,"0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0"
"832","Kernera saxatilis","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"833","Knautia arvensis","0","0",48,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"834","Knautia dipsacifolia","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"835","Knautia NA","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"836","Koeleria cenisia","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"837","Koeleria pyramidata","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"838","Koeleria vallesiana","0","0",22,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"839","Laburnum alpinum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"840","Laburnum anagyroides","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"841","Lactuca alpina","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"842","Lactuca muralis","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"843","Lactuca perennis","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"844","Lactuca serriola","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"845","Lamium amplexicaule","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"846","Lamium garganicum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"847","Lamium maculatum","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"848","Lamium purpureum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"849","Lappula squarrosa","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"850","Lapsana communis","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"851","Larix decidua","0","0",117,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"852","Laserpitium gallicum","0","0",76,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"853","Laserpitium halleri","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"854","Laserpitium latifolium","0","0",106,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"855","Laserpitium siler","0","0",36,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"856","Lathyrus latifolius","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"857","Lathyrus linifolius","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"858","Lathyrus ochraceus","0","0",12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"859","Lathyrus pratensis","0","0",108,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"860","Lathyrus sphaericus","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"861","Lathyrus sylvestris","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"862","Lathyrus vernus","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"863","Lavandula angustifolia","0","0",30,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"864","Leontodon crispus","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"865","Leontodon hirtus","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"866","Leontodon hispidus","0","0",121,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"867","Leontodon NA","0","0",89,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0"
"868","Leontopodium NA","0","0",21,"0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"869","Lerouxia nemorum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"870","Leucanthemum adustum","0","0",77,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"871","Leucanthemum atratum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"872","Leucanthemum NA","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"873","Leucanthemum pallens","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"874","Leucanthemum vulgare","0","0",67,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"875","Ligustrum vulgare","0","0",33,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"876","Lilium bulbiferum","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"877","Lilium martagon","0","0",67,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"878","Limodorum rubrum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"879","Linaria angustissima","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"880","Linaria repens","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"881","Linaria simplex","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"882","Linum alpinum","0","0",40,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"883","Linum catharticum","0","0",39,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"884","Linum suffruticosum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"885","Linum tenuifolium","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"886","Listera nidus-avis","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"887","Listera ovata","0","0",17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"888","Lithospermum officinale","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"889","Lolium perenne","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"890","Lomelosia graminifolia","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"891","Lonicera caerulea","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"892","Lonicera etrusca","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"893","Lonicera nigra","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"894","Lonicera webbiana","0","0",26,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"895","Lonicera xylosteum","0","0",93,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"896","Loroglossum anthropophorum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"897","Lotus corniculatus","0","0",247,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"898","Lotus delortii","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"899","Lunaria annua","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"900","Lunaria rediviva","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"901","Luzula campestris","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"902","Luzula luzulina","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"903","Luzula multiflora","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"904","Luzula nivea","0","0",68,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"905","Luzula sudetica","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"906","Luzula sylvatica","0","0",50,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"907","Lycopus europaeus","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"908","Lysimachia arvensis","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"909","Lysimachia vulgaris","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"910","Lythrum salicaria","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"911","Macrosyringion glutinosum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"912","Maianthemum bifolium","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"913","Malus sylvestris","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"914","Malva alcea","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"915","Malva moschata","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"916","Matricaria matricarioides","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"917","Medicago lupulina","0","0",30,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"918","Medicago minima","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"919","Medicago sativa","0","0",19,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"920","Melampyrum NA","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"921","Melampyrum sylvaticum","0","0",25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"922","Melica ciliata","0","0",23,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"923","Melica nutans","0","0",48,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"924","Melica uniflora","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"925","Melilotus albus","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"926","Melilotus officinalis","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"927","Melittis melissophyllum","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"928","Mentha aquatica","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"929","Mentha arvensis","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"930","Mentha longifolia","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"931","Merendera verna","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"932","Meum athamanticum","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"933","Microthlaspi perfoliatum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"934","Milium effusum","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"935","Minuartia rostrata","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"936","Minuartia rupestris","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"937","Minuartia villarii","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"938","Moehringia muscosa","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"939","Moehringia trinervia","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"940","Molinia caerulea","0","0",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"941","Moneses uniflora","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"942","Monotropa hypopitys","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"943","Muscari comosum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"944","Muscari neglectum","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"945","Mutellina adonidifolia","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"946","Myosotis arvensis","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"947","Myosotis corsicana","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"948","Myosotis NA","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"949","Myosotis ramosissima","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"950","Myosotis stricta","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"951","Myricaria germanica","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"952","Narcissus poeticus","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"953","Nasturtium officinale","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"954","Neotinea ustulata","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"955","Nepeta nuda","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"956","Noccaea caerulescens","0","0",17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"957","Odontites NA","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"958","Onobrychis saxatilis","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"959","Onobrychis viciifolia","0","0",74,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"960","Ononis arvensis","0","0",20,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"961","Ononis cristata","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"962","Ononis fruticosa","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"963","Ononis natrix","0","0",27,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"964","Ononis pusilla","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"965","Ononis rotundifolia","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"966","Ophioglossum vulgatum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"967","Ophrys fuciflora","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"968","Ophrys insectifera","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"969","Ophrys sphegodes","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"970","Orchis mascula","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"971","Orchis militaris","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"972","Orchis purpurea","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"973","Orchites globosa","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"974","Oreoselinum nigrum","0","0",30,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"975","Origanum vulgare","0","0",31,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"976","Orlaya grandiflora","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"977","Ornithogalum umbellatum","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"978","Orobanche caryophyllacea","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"979","Orobanche laserpitii","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"980","Orobanche major","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"981","Orobanche NA","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"982","Orobanche purpurea","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"983","Orobanche teucrii","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"984","Orthantha lutea","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"985","Orthilia secunda","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"986","Oxalis acetosella","0","0",46,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"987","Oxalis fontana","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"988","Oxytropis fetida","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"989","Oxytropis jacquini","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"990","Oxytropis lapponica","0","0",19,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"991","Oxytropis NA","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"992","Oxytropis pilosa","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
